illustration_id,subject,family,prompt,negative_prompt
scooter__evolution,Scooter,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a classic Italian scooter with chrome mirrors, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
trike__hero,Trike,hero,"bold flat vector illustration, a three-wheeled motorcycle trike, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
trike__insider,Trike,insider,"bold flat vector illustration, a clean technical diagram only a trike enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
trike__mosaic,Trike,mosaic,"bold flat vector illustration, many small trike silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
trike__evolution,Trike,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a three-wheeled motorcycle trike, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
touring_bike__hero,Touring Bike,hero,"bold flat vector illustration, a loaded touring motorcycle with panniers, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
touring_bike__insider,Touring Bike,insider,"bold flat vector illustration, a clean technical diagram only a touring bike enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
touring_bike__mosaic,Touring Bike,mosaic,"bold flat vector illustration, many small touring bike silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
touring_bike__evolution,Touring Bike,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a loaded touring motorcycle with panniers, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
off_roading__hero,Off Roading,hero,"bold flat vector illustration, a boxy 4x4 climbing a rocky incline, articulated suspension, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
off_roading__hero__at_sunset,Off Roading,hero_scene,"bold flat vector illustration, a boxy 4x4 climbing a rocky incline, articulated suspension, at sunset, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
off_roading__hero__in_a_storm,Off Roading,hero_scene,"bold flat vector illustration, a boxy 4x4 climbing a rocky incline, articulated suspension, in a storm, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
